Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000381577	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000378094	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000253270	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374056	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000403662	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000550487	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000305533	0.0	1.0	3.0	0.0	1.0	0.0
ENST00000170168	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000264033	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000378569	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000426455	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000262177	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000254801	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000389682	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000417647	0.0	1.0	1.0	0.0	2.0	0.0
ENST00000306010	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000256637	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000546954	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000343470	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000226725	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000580320	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000341694	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000545932	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000011653	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000398752	0.0	1.0	1.0	2.0	1.0	0.0
ENST00000289968	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000420022	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000310015	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000621632	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000366758	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000340473	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000292067	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000316586	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000250498	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000218432	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000279068	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000370078	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000567229	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000368521	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000264668	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000462138	0.0	1.0	0.0	2.0	0.0	0.0
ENST00000216554	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000413720	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000393593	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000215730	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000309451	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000533244	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000265044	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000316939	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000272438	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000574190	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000398659	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000546760	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000315758	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000398606	0.0	1.0	2.0	0.0	0.0	1.0
ENST00000261303	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000370406	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000589083	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000303545	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000324787	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380749	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000343115	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000338257	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000600651	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000296684	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000354293	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000344836	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000376901	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000313543	0.0	1.0	3.0	1.0	2.0	0.0
ENST00000448387	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000318911	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000395633	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000205890	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000281871	0.0	1.0	0.0	2.0	0.0	0.0
ENST00000221114	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000444739	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000337738	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000341832	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000326495	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000341695	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000374156	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000307296	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000280904	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000456247	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000308731	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000520466	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374293	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000415431	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000375472	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000371696	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000376387	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000264079	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000263246	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000370873	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000369485	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000350498	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000333676	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000417564	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000613503	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000296785	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374647	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000371930	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000313732	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000447998	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000404933	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000427936	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000369541	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000358170	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000300030	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000351500	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000565417	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000285599	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000532090	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000356208	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000397457	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000484021	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000467290	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000479871	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000358065	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000343150	0.0	1.0	1.0	2.0	0.0	0.0
ENST00000299138	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360820	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000289707	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000379757	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000348513	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000534668	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000345732	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000344795	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000261891	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000564104	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000415497	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000575214	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000618858	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000216968	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000573366	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000225972	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000476710	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000302422	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000429084	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000544778	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000322753	0.0	1.0	0.0	0.0	0.0	3.0
ENST00000562351	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000447544	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000258052	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000221138	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000262134	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000225729	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000526060	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000295488	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000381255	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000316156	0.0	1.0	0.0	2.0	0.0	0.0
ENST00000262158	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000334351	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000377818	0.0	1.0	2.0	0.0	2.0	0.0
ENST00000571133	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000285518	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000268712	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000228438	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000229266	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000399728	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000415914	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000622362	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000323906	0.0	1.0	1.0	0.0	2.0	1.0
ENST00000323249	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000394231	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000216330	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000301964	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000392124	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000426128	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000429772	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000520407	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000267750	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000321892	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000487903	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000592889	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000405510	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000301788	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000446231	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380191	0.0	1.0	1.0	0.0	2.0	1.0
ENST00000599846	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000397195	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000322315	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000441159	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000285279	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000437807	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000252593	0.0	1.0	1.0	1.0	1.0	1.0
ENST00000504475	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000354725	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000215555	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000308153	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000220531	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000256383	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000440886	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000309377	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000618691	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000307877	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000393791	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000614186	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000258774	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360156	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000394610	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000381844	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000401979	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000517654	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000544848	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000264052	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000376663	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000361050	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000343053	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000371626	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000409600	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000368608	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000335972	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000357743	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000279488	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360816	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000615547	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000249806	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000613698	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000261427	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000377658	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000314191	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000372692	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000357681	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000296029	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000504592	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360540	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000435504	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374232	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000002165	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000396060	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000366839	0.0	1.0	1.0	1.0	0.0	1.0
ENST00000310653	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000530235	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000382518	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000470944	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000175506	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000482774	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000331738	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000329967	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000224756	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000409719	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000245185	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000399036	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000290855	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000419393	0.0	1.0	0.0	1.0	2.0	2.0
ENST00000373998	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000290354	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000397147	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374487	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000369014	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000237500	0.0	1.0	0.0	3.0	2.0	0.0
ENST00000359904	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000395391	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000357484	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000303004	0.0	1.0	0.0	1.0	3.0	1.0
ENST00000260327	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000251775	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000478048	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000375142	0.0	1.0	1.0	2.0	1.0	0.0
ENST00000374466	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000253247	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000239690	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000563197	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360003	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000199389	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000360141	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000298717	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000378654	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000238892	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000415289	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000373921	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000263645	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000355739	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000528987	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000618489	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000327044	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380455	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000261890	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000421888	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000398119	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367975	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000618996	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000396954	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000613569	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000383597	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000547374	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000558939	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000216044	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000392246	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000356798	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000318348	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000616122	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000336233	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000302014	0.0	1.0	0.0	3.0	2.0	0.0
ENST00000296127	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000316731	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000616233	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000241393	0.0	1.0	1.0	4.0	0.0	5.0
ENST00000452157	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000334678	0.0	1.0	0.0	2.0	0.0	0.0
ENST00000395148	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000443739	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000395123	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000315436	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000323981	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000448108	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000438382	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000599870	0.0	0.0	22.0	0.0	0.0	0.0
ENST00000533161	0.0	0.0	15.0	0.0	0.0	17.0
ENST00000429437	0.0	0.0	15.0	0.0	0.0	0.0
ENST00000589037	0.0	0.0	13.0	0.0	0.0	7.0
ENST00000396467	0.0	0.0	9.0	1.0	0.0	0.0
ENST00000262629	0.0	0.0	8.0	0.0	0.0	0.0
ENST00000633227	0.0	0.0	8.0	0.0	14.0	0.0
ENST00000254301	0.0	0.0	7.0	0.0	0.0	2.0
ENST00000550697	0.0	0.0	4.0	4.0	3.0	0.0
ENST00000259254	0.0	0.0	4.0	0.0	0.0	0.0
ENST00000311604	0.0	0.0	4.0	0.0	0.0	0.0
ENST00000397850	0.0	0.0	4.0	0.0	2.0	2.0
ENST00000508177	0.0	0.0	4.0	0.0	0.0	0.0
ENST00000613148	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000320225	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000398136	0.0	0.0	3.0	2.0	0.0	2.0
ENST00000581193	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000560014	0.0	0.0	3.0	1.0	1.0	1.0
ENST00000376414	0.0	0.0	3.0	0.0	0.0	1.0
ENST00000423828	0.0	0.0	3.0	1.0	0.0	2.0
ENST00000315580	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000301281	0.0	0.0	3.0	0.0	0.0	1.0
ENST00000532741	0.0	0.0	3.0	2.0	0.0	0.0
ENST00000353801	0.0	0.0	3.0	0.0	0.0	2.0
ENST00000380591	0.0	0.0	3.0	0.0	1.0	0.0
ENST00000320676	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000262812	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000369722	0.0	0.0	2.0	1.0	1.0	0.0
ENST00000606788	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000319248	0.0	0.0	2.0	0.0	2.0	0.0
ENST00000373298	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000398637	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000568733	0.0	0.0	2.0	0.0	0.0	1.0
ENST00000168216	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000330062	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000392668	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000261024	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000336418	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000327141	0.0	0.0	2.0	3.0	0.0	0.0
ENST00000215909	0.0	0.0	2.0	2.0	0.0	0.0
ENST00000226004	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000422373	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000313269	0.0	0.0	2.0	2.0	0.0	1.0
ENST00000358406	0.0	0.0	2.0	2.0	0.0	0.0
ENST00000264434	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000311481	0.0	0.0	2.0	0.0	1.0	0.0
ENST00000369314	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000613777	0.0	0.0	2.0	0.0	1.0	0.0
ENST00000358704	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000447110	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000532097	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000230461	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000372638	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000007516	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000263694	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000589372	0.0	0.0	2.0	1.0	0.0	1.0
ENST00000552341	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000505658	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000393847	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000351137	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000456793	0.0	0.0	2.0	2.0	0.0	3.0
ENST00000233114	0.0	0.0	2.0	0.0	0.0	1.0
ENST00000589261	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000368533	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000217131	0.0	0.0	2.0	1.0	0.0	2.0
ENST00000377348	0.0	0.0	2.0	1.0	0.0	1.0
ENST00000271324	0.0	0.0	2.0	1.0	1.0	1.0
ENST00000460403	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000263384	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000262958	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000544855	0.0	0.0	2.0	1.0	0.0	0.0
ENST00000422840	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000422982	0.0	0.0	2.0	0.0	0.0	1.0
ENST00000395850	0.0	0.0	2.0	1.0	0.0	0.0
ENST00000342166	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000540651	0.0	0.0	2.0	0.0	0.0	1.0
ENST00000337620	0.0	0.0	2.0	0.0	0.0	1.0
ENST00000229379	0.0	0.0	2.0	1.0	0.0	0.0
ENST00000280969	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000296543	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000270776	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000615877	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000274306	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000354694	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000398073	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000342222	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000254799	0.0	0.0	2.0	1.0	0.0	0.0
ENST00000350320	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000469979	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000424832	0.0	0.0	2.0	3.0	2.0	0.0
ENST00000271308	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000369851	0.0	0.0	2.0	2.0	0.0	0.0
ENST00000377663	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000578049	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000548065	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000429029	0.0	0.0	2.0	0.0	1.0	0.0
ENST00000242784	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000156825	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000317881	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000381365	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000430246	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000326739	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000373647	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000255641	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000344302	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000589009	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000000412	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000412716	0.0	0.0	1.0	3.0	0.0	3.0
ENST00000311507	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000627532	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000359373	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392127	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000550383	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000539097	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000246657	0.0	0.0	1.0	1.0	0.0	2.0
ENST00000611151	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000582528	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000309422	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000598068	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000314358	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000233027	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361078	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000391973	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000266604	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000358647	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000369847	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000368489	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000264158	0.0	0.0	1.0	0.0	0.0	0.0
