Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000627653	0.0	2.0	0.0	1.0	0.0	2.0
ENST00000341423	0.0	2.0	2.0	0.0	2.0	1.0
ENST00000378670	0.0	2.0	0.0	0.0	1.0	1.0
ENST00000302754	0.0	2.0	1.0	0.0	3.0	1.0
ENST00000219204	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000407558	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000434526	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000309324	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000495596	0.0	2.0	0.0	2.0	2.0	0.0
ENST00000564844	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000263238	0.0	2.0	0.0	2.0	1.0	2.0
ENST00000409784	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000377798	0.0	2.0	0.0	0.0	1.0	0.0
ENST00000290299	0.0	2.0	5.0	0.0	1.0	1.0
ENST00000368720	0.0	2.0	1.0	0.0	2.0	2.0
ENST00000354475	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000622694	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000525643	0.0	2.0	3.0	0.0	0.0	1.0
ENST00000279227	0.0	2.0	0.0	1.0	0.0	1.0
ENST00000445193	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000335181	0.0	2.0	2.0	1.0	2.0	0.0
ENST00000255945	0.0	2.0	2.0	0.0	0.0	0.0
ENST00000313117	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000350669	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000381116	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000256682	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000287844	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000259457	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000082468	0.0	2.0	0.0	1.0	0.0	1.0
ENST00000221418	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000328649	0.0	2.0	1.0	1.0	1.0	0.0
ENST00000372797	0.0	2.0	3.0	0.0	0.0	0.0
ENST00000395701	0.0	2.0	1.0	0.0	0.0	1.0
ENST00000614486	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000331872	0.0	2.0	0.0	0.0	6.0	0.0
ENST00000313601	0.0	2.0	2.0	0.0	2.0	0.0
ENST00000286648	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000480798	0.0	2.0	0.0	0.0	2.0	1.0
ENST00000415816	0.0	2.0	0.0	1.0	0.0	1.0
ENST00000472467	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000274849	0.0	2.0	0.0	1.0	0.0	1.0
ENST00000360270	0.0	2.0	1.0	2.0	0.0	2.0
ENST00000367993	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000247655	0.0	2.0	1.0	4.0	0.0	2.0
ENST00000243644	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000260324	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000340360	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000283351	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000488973	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000379426	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000531909	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000474050	0.0	1.0	0.0	0.0	1.0	2.0
ENST00000401827	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000212015	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000366329	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000530758	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000323456	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000607124	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000295491	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000409262	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000419348	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000546087	0.0	1.0	0.0	2.0	1.0	0.0
ENST00000507606	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000457692	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000345506	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000407997	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000534585	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000262990	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000503362	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000504169	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000462958	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000571688	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000303115	0.0	1.0	4.0	1.0	2.0	1.0
ENST00000397677	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000315970	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000350896	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000328434	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000617316	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367612	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374163	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000266880	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000399084	0.0	1.0	2.0	0.0	0.0	2.0
ENST00000588173	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000487794	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000458591	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000448552	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000370481	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000585089	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000216877	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000544216	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000433627	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000619594	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000311852	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000417934	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000348403	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000533627	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000242480	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000368097	0.0	1.0	0.0	1.0	2.0	1.0
ENST00000313104	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000216277	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000216455	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000600321	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367549	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000264350	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000247470	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000415136	0.0	1.0	1.0	2.0	1.0	0.0
ENST00000223864	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000315599	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000239891	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000439096	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000369109	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000335281	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000296051	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000396105	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367481	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000552189	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000543796	0.0	1.0	1.0	3.0	1.0	0.0
ENST00000310496	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000361505	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000394908	0.0	1.0	2.0	0.0	0.0	0.0
ENST00000269389	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000301012	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000496081	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000265112	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000378538	0.0	1.0	2.0	0.0	3.0	4.0
ENST00000550184	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000341285	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000615052	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000417220	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000007390	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000321826	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000430559	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000327134	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000604000	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000505890	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000266943	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000435962	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000338820	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000372622	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000216797	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000590867	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000422177	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000270162	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000371945	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000281141	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000523812	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000398421	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000266551	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000541834	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000472042	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000368300	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000330899	0.0	1.0	1.0	0.0	0.0	2.0
ENST00000298292	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000581486	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000396779	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000342206	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000518797	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000449131	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000340413	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000331483	0.0	1.0	0.0	1.0	1.0	1.0
ENST00000537796	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000368039	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000263974	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000311351	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000333486	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000420329	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000581287	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000247153	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000263574	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000369825	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000265260	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000355703	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000318066	0.0	1.0	0.0	2.0	1.0	0.0
ENST00000543382	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000620608	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000597595	0.0	1.0	2.0	0.0	0.0	0.0
ENST00000370396	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000396033	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000564648	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000319023	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000217402	0.0	1.0	1.0	0.0	1.0	1.0
ENST00000355415	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000464889	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000307102	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000519278	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000253727	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000369306	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000281828	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000455205	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000303887	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000261313	0.0	1.0	0.0	1.0	2.0	1.0
ENST00000581230	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000405375	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000296487	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000402690	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000409594	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000301981	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000406396	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000345057	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000407327	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000465784	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374975	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000595796	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000274140	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374395	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000373857	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000617803	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000242059	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000422725	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000264335	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000600125	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000358697	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000261758	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000394904	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000399423	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000356948	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000431593	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000613570	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000515481	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000469754	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000409644	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000553666	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000574710	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000264170	0.0	1.0	0.0	1.0	1.0	0.0
ENST00000322349	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000368830	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000546970	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000402714	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000458659	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000415649	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000378546	0.0	1.0	0.0	2.0	1.0	1.0
ENST00000415811	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000370021	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000600083	0.0	1.0	1.0	1.0	1.0	0.0
ENST00000465139	0.0	1.0	1.0	2.0	0.0	1.0
ENST00000587807	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000324170	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380693	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000339223	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000248598	0.0	1.0	1.0	1.0	1.0	3.0
ENST00000367084	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000564138	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000309657	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000369660	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000381042	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000310418	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000258418	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000394169	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000619426	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000429243	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000393759	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000392869	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000331923	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000409548	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000244533	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000170447	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000373113	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000422452	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000626401	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000390325	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000390323	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000373719	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000614484	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000325222	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000368003	0.0	1.0	1.0	2.0	0.0	0.0
ENST00000394987	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000390547	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000255688	0.0	1.0	3.0	1.0	4.0	0.0
ENST00000608443	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000518237	0.0	1.0	0.0	1.0	2.0	1.0
ENST00000324771	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000633714	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000459737	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000630389	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000508973	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000424691	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000575094	0.0	1.0	2.0	0.0	0.0	0.0
ENST00000471244	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000530367	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000338148	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000379463	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000552590	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000245865	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000314011	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000624697	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000473857	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000381227	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000427358	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000374736	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000480654	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000266269	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000342308	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000367876	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000326402	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000294119	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000287437	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000443439	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000296443	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380317	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000524463	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000227266	0.0	1.0	0.0	2.0	1.0	2.0
ENST00000629685	0.0	1.0	1.0	1.0	1.0	0.0
ENST00000319449	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000396512	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000521264	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000308696	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000395386	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000295830	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000357578	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000395761	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000260599	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000343067	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000330173	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000529555	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000428099	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000370918	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000578794	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000471466	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000268042	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000357039	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000333775	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000265175	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000409696	0.0	1.0	2.0	0.0	0.0	0.0
ENST00000566749	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000237623	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000301785	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000338179	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000444303	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000420781	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000581977	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000272067	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000589168	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000301015	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000283882	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000258733	0.0	1.0	1.0	1.0	2.0	2.0
ENST00000225916	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000367658	0.0	1.0	0.0	0.0	1.0	1.0
ENST00000259989	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000632812	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000296702	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000613246	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000272348	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000216420	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000376911	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000389301	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000247295	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000262124	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000369583	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000303731	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000464756	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000280097	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000597629	0.0	1.0	1.0	0.0	1.0	1.0
ENST00000342745	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000296679	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000321169	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367630	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000229214	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000298299	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000247461	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000310473	0.0	1.0	0.0	1.0	1.0	1.0
ENST00000245812	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000593233	0.0	1.0	1.0	0.0	0.0	2.0
ENST00000308961	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000330720	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000355264	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000304191	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000261721	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000404488	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000264027	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000371627	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000367495	0.0	1.0	0.0	1.0	0.0	2.0
ENST00000383251	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000361518	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000393160	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000392006	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000454715	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000361740	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000359595	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000223127	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000477931	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000396029	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000366607	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000262030	0.0	1.0	1.0	0.0	1.0	0.0
ENST00000254508	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000331925	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000244426	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000612899	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000305943	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000314393	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000576370	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000324460	0.0	1.0	1.0	1.0	0.0	0.0
ENST00000359156	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000408923	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000339834	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000367103	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000405489	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000005340	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000356998	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000158771	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000311630	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000535286	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000254770	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000489418	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000474848	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000433892	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000380773	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000488423	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000392562	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000206474	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000312239	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000375549	0.0	1.0	1.0	0.0	1.0	1.0
ENST00000296255	0.0	1.0	2.0	0.0	1.0	0.0
ENST00000376745	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000273130	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000262803	0.0	1.0	1.0	1.0	1.0	0.0
ENST00000367537	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000382159	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000344651	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000484769	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000306125	0.0	1.0	2.0	0.0	0.0	0.0
ENST00000518085	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000337198	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000382452	0.0	1.0	1.0	0.0	0.0	2.0
ENST00000342879	0.0	1.0	1.0	3.0	2.0	1.0
ENST00000619951	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000377526	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000312938	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000443053	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000229332	0.0	1.0	0.0	0.0	2.0	0.0
ENST00000383801	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000227474	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000553555	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000309594	0.0	1.0	0.0	0.0	0.0	2.0
ENST00000312175	0.0	1.0	1.0	0.0	0.0	1.0
ENST00000411651	0.0	1.0	0.0	0.0	3.0	1.0
ENST00000370509	0.0	1.0	1.0	4.0	0.0	0.0
